Length,Width,Height,KerbWeight,TopSpeed,Acceleration,CargoVolumn,mileage_new,AlloyWheelSize,Displacement,NoofCylinder,SeatingCapacity,MaxPowerRPM,MaxPowerbhp,MaxTorqueRPM,MaxTorqueNm,model,vid,pageType,carType,ValueConfiguration,TurboCharger,SuperCharger,GearBox,DriveType,SteeringType,FrontBrakeType,RearBrakeType,TyreType,seller_type_new,car_segment
4569.0,1853.0,1674.0,1805.0,210.0,8.5,210.0,11.5,17.0,2497.0,6.0,5.0,6500.0,218.0,3500.0,25.5,bmw,bmw x3 2.5si,cls,partner,dohc,no,no,6 speed,4wd,power assisted,disc,disc,radial,individual,suv
4477.0,2058.0,1545.0,1352.4,205.0,7.7,420.0,17.05,18.0,1995.0,4.0,5.0,4000.0,184.0,2250.0,380.0,bmw,bmw x1 sdrive 20d m sport,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
5150.0,2000.0,1805.0,1048.0,95.0,7.0,210.0,13.38,21.0,2993.0,6.0,7.0,4000.0,261.5,2000.0,620.0,bmw,bmw x7 xdrive30d dpe signature,cls,partner,dohc,yes,no,5 speed,4wd,power assisted,disc,disc,runflat,dealer,suv
4515.2,1853.0,1572.8,1720.0,95.0,9.66,210.0,16.55,17.0,1995.0,6.0,5.0,6500.0,218.0,3500.0,25.5,bmw,bmw x3 2.0d sav,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4752.0,1918.0,1621.0,1048.0,235.0,6.0,658.0,14.71,14.8,2993.0,6.0,5.0,4000.0,261.5,2250.0,620.0,bmw,bmw x4 m sport x xdrive30d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,runflat,dealer,suv
4633.0,2031.0,1429.0,1323.4,230.0,7.3,480.0,22.69,17.0,1995.0,4.0,5.0,4000.0,190.0,2250.0,400.0,bmw,bmw 3 series 320d luxury line plus,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
5091.0,2158.0,1538.0,1885.0,123.0,7.9,210.0,18.65,18.0,1995.0,4.0,5.0,4000.0,187.74,2125.0,400.0,bmw,bmw 6 series gt 620d luxury line,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,runflat,dealer,sedan
4877.0,1983.0,1690.0,2075.0,210.0,8.0,394.0,11.2,19.0,2993.0,6.0,5.0,4000.0,241.0,2000.0,540.0,bmw,bmw x6 xdrive30d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
5219.0,2142.0,1481.0,1048.0,250.0,6.2,500.0,16.46,18.0,2993.0,6.0,5.0,4000.0,258.0,1500.0,560.0,bmw,bmw 7 series 730ld prestige,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4439.0,1821.0,1612.0,1352.4,205.0,7.6,505.0,17.05,17.0,1995.0,4.0,5.0,4000.0,188.0,2125.0,400.0,bmw,bmw x1 m sport sdrive 20d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4447.0,2060.0,1598.0,1169.4,226.0,7.7,432.8,14.82,17.0,1998.0,4.0,5.0,5000.0,257.47,2975.0,280.0,bmw,bmw x1 sdrive20i sportx,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,runflat,dealer,suv
4841.0,1846.0,1468.0,1600.0,248.0,6.3,520.0,11.5,17.0,2993.0,4.0,5.0,4000.0,235.0,2375.0,51.0,bmw,bmw 5 series 530d highline,cls,partner,dohc,no,yes,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4520.0,1817.0,1421.0,1455.0,216.0,8.3,460.0,16.07,16.0,1995.0,4.0,5.0,4000.0,181.0,2375.0,380.0,bmw,bmw 3 series 320d sedan,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4841.0,1846.0,1468.0,1650.0,232.0,8.5,520.0,10.8,17.0,2497.0,6.0,5.0,5700.0,150.0,7204620.0,250.0,bmw,bmw 5 series 523i,cls,partner,dohc,yes,yes,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4963.0,2126.0,1497.0,1323.4,95.0,7.3,210.0,20.37,18.0,1995.0,4.0,5.0,4000.0,187.74,17502500.0,400.0,bmw,bmw 5 series 520d luxury line,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4531.0,1817.0,1421.0,1445.0,216.0,8.9,460.0,13.2,16.0,1995.0,4.0,5.0,4000.0,170.0,2375.0,34.7,bmw,bmw 3 series 330d sedan,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4899.0,2094.0,1468.0,1720.0,250.0,6.0,520.0,16.2,18.0,2993.0,6.0,5.0,4000.0,258.0,2375.0,560.0,bmw,bmw 5 series gt 530d le,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4824.0,1828.0,1508.0,1352.4,250.0,6.1,520.0,13.95,18.0,1998.0,4.0,5.0,5200.0,248.089,3125.0,350.0,bmw,bmw 3 series gt m sport shadow edition,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,runflat,dealer,sedan
4709.0,1827.0,1435.0,1323.4,243.0,7.2,480.0,19.62,17.0,1995.0,4.0,5.0,4000.0,187.74,2125.0,400.0,bmw,bmw 3 series 320d sport,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4824.0,1811.0,1429.0,1169.4,250.0,5.8,480.0,16.13,17.0,1998.0,4.0,5.0,5000.0,254.79,2975.0,400.0,bmw,bmw 3 series 330i sport,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4657.0,2089.0,1678.0,1352.4,210.0,8.1,550.0,18.56,17.0,1995.0,4.0,5.0,4000.0,190.0,2125.0,400.0,bmw,bmw x3 xdrive20d expedition,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4447.0,2060.0,1598.0,1169.4,226.0,7.7,432.8,14.82,17.0,1998.0,4.0,5.0,5000.0,189.08,2975.0,280.0,bmw,bmw x1 sdrive20i xline,cls,partner,dohc,yes,no,7 speed,2wd,power assisted,disc,disc,runflat,dealer,suv
4922.0,2218.0,1745.0,1048.0,95.0,6.5,210.0,13.38,20.0,2993.0,6.0,5.0,4000.0,261.5,2000.0,620.0,bmw,bmw x5 xdrive 30d xline,cls,partner,dohc,yes,no,5 speed,4wd,power assisted,disc,disc,runflat,dealer,suv
4526.0,2081.0,1420.0,1352.4,123.0,7.5,210.0,18.64,16.0,1995.0,4.0,5.0,4000.0,187.74,2125.0,400.0,bmw,bmw 2 series 220d sportline,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,runflat,dealer,sedan
4324.0,1984.0,1421.0,1090.0,212.0,8.7,360.0,16.28,16.0,1598.0,4.0,5.0,4400.0,136.0,2825.0,220.0,bmw,bmw 1 series 116i,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,hatchback
4841.0,1846.0,1468.0,1530.0,242.0,7.9,272.0,10.8,17.0,2497.0,6.0,5.0,6500.0,215.0,4000.0,25.0,bmw,bmw 5 series 525i sedan,cls,partner,dohc,no,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4708.0,1891.0,1676.0,1352.4,210.0,8.0,550.0,18.56,18.0,1995.0,4.0,5.0,4000.0,190.0,2125.0,400.0,bmw,bmw x3 xdrive 20d expedition,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4526.0,2081.0,1420.0,1169.4,240.0,7.1,346.4,14.82,17.0,1998.0,4.0,5.0,5000.0,189.08,2975.0,280.0,bmw,bmw 2 series 220i sport,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,runflat,dealer,sedan
5219.0,2142.0,1481.0,1048.0,250.0,6.2,500.0,16.46,18.0,2993.0,6.0,5.0,4000.0,258.0,1500.0,560.0,bmw,bmw 7 series 730ld sedan,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4709.0,1827.0,1435.0,1323.4,243.0,7.2,480.0,19.62,17.0,1995.0,4.0,5.0,4000.0,187.74,2125.0,400.0,bmw,bmw 3 series 320d sport bsvi,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4886.0,1938.0,1762.0,1048.0,230.0,6.9,650.0,15.97,19.0,2993.0,6.0,5.0,4000.0,258.0,2250.0,560.0,bmw,bmw x5 xdrive 30d expedition,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,runflat,dealer,suv
4624.0,2031.0,1429.0,1352.4,235.0,7.4,480.0,18.88,17.0,1995.0,4.0,5.0,4000.0,184.0,2250.0,380.0,bmw,bmw 3 series 320d luxury plus,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
5212.0,2134.0,1484.0,2250.0,250.0,5.6,210.0,7.69,19.0,5972.0,12.0,5.0,5250.0,536.0,3250.0,750.0,bmw,bmw 7 series 760li,cls,partner,dohc,no,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4520.0,1817.0,1421.0,1460.0,242.0,7.7,460.0,10.9,17.0,2497.0,6.0,5.0,6500.0,215.0,4000.0,25.1,bmw,bmw 3 series 325i,cls,partner,dohc,no,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4447.0,2060.0,1598.0,1169.4,226.0,7.7,432.8,14.82,17.0,1998.0,4.0,5.0,5000.0,189.08,2975.0,280.0,bmw,bmw x1 sdrive 20i tech edition,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,runflat,dealer,suv
4526.0,2081.0,1420.0,1352.4,123.0,7.5,210.0,18.64,16.0,1995.0,4.0,5.0,4000.0,187.74,2125.0,400.0,bmw,bmw 2 series 220d m sport 2020-2021,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,runflat,dealer,sedan
4907.0,2102.0,1464.0,1352.4,231.0,7.7,520.0,18.12,17.0,1995.0,4.0,5.0,4000.0,190.0,2125.0,400.0,bmw,bmw 5 series 520d prestige,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4454.0,1798.0,1545.0,1455.0,218.0,8.3,420.0,15.06,17.0,1995.0,4.0,5.0,4000.0,177.0,2375.0,350.0,bmw,bmw x1 sdrive 20d exclusive,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
5091.0,1902.0,1538.0,1885.0,250.0,6.5,450.0,13.32,19.0,1998.0,4.0,4.0,5000.0,254.79,2975.0,400.0,bmw,bmw 6 series gt 630i m sport,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,runflat,dealer,sedan
4324.0,1984.0,1421.0,1323.4,210.0,8.6,360.0,20.58,16.0,1995.0,4.0,5.0,4000.0,143.0,2125.0,320.0,bmw,bmw 1 series 118d base,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,hatchback
4624.0,2031.0,1429.0,1352.4,250.0,5.9,409.0,14.59,18.0,1997.0,4.0,5.0,5000.0,245.0,3025.0,350.0,bmw,bmw 3 series 328i sport line,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4922.0,2218.0,1745.0,1048.0,95.0,6.5,210.0,13.38,15.2,2993.0,6.0,5.0,4000.0,261.5,2000.0,620.0,bmw,bmw x5 xdrive 30d sport,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,runflat,dealer,suv
4841.0,1846.0,1468.0,1540.0,250.0,6.7,210.0,10.6,18.0,2996.0,6.0,5.0,6500.0,258.0,2400.0,30.6,bmw,bmw 5 series 530i,cls,partner,dohc,no,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4824.0,2047.0,1508.0,1323.4,226.0,7.9,480.0,19.59,18.0,1995.0,4.0,5.0,4000.0,184.0,2250.0,380.0,bmw,bmw 3 series 320d gt sport line,cls,partner,dohc,yes,no,8 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4569.0,1853.0,1674.0,1815.0,210.0,7.2,210.0,11.0,17.0,2996.0,6.0,5.0,6650.0,272.0,2750.0,32.0,bmw,bmw x3 3.0i sav,cls,partner,dohc,no,no,6 speed,4wd,power assisted,disc,disc,radial,individual,suv
4841.0,1846.0,1468.0,1540.0,250.0,6.7,210.0,10.6,18.0,2996.0,6.0,5.0,6500.0,258.0,2400.0,30.6,bmw,bmw 5 series 530i,ucr,corporate,dohc,no,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,sedan
4315.0,1800.0,1645.0,1048.0,159.784,11.8,433.0,16.5,17.0,1353.0,4.0,5.0,6000.0,138.08,2350.0,242.0,kia,kia seltos gtx plus dct,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.657999999999998,16.0,1493.0,4.0,5.0,4000.0,98.63,2125.0,240.0,kia,kia sonet 1.5 htx diesel,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,17.8,15.4,1493.0,4.0,5.0,4000.0,113.4,2125.0,250.0,kia,kia seltos htx plus at d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,183.8,11.84,433.0,16.8,16.0,1497.0,4.0,5.0,6300.0,113.43,4500.0,144.0,kia,kia seltos htx plus d,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,17.8,15.4,1493.0,4.0,5.0,4000.0,113.42,2125.0,250.0,kia,kia seltos htk plus at d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,183.8,11.84,433.0,16.8,15.4,1497.0,4.0,5.0,6300.0,113.43,4500.0,144.0,kia,kia seltos htk g,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4315.0,1800.0,1645.0,1048.0,159.784,11.8,433.0,16.5,17.0,1353.0,4.0,5.0,6000.0,138.08,2350.0,242.0,kia,kia seltos gtx plus,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,18.0,17.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos gtx plus at d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4315.0,1800.0,1645.0,1048.0,159.784,11.8,433.0,16.5,17.0,1353.0,4.0,5.0,6000.0,138.08,2350.0,242.0,kia,kia seltos gtx plus dct,ucr,corporate,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1790.0,1642.0,971.0,161.0,12.6,392.0,18.4,15.2,1197.0,4.0,5.0,6000.0,81.86,4200.0,115.0,kia,kia sonet 1.2 htk plus,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4315.0,1800.0,1645.0,1048.0,159.784,11.8,433.0,16.5,17.0,1353.0,4.0,5.0,6000.0,138.08,2350.0,242.0,kia,kia seltos gtx plus,ucr,corporate,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4315.0,1800.0,1645.0,953.0,183.4,11.84,433.0,16.8,17.0,1497.0,4.0,5.0,6300.0,113.43,4500.0,144.0,kia,kia seltos htx ivt,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.657999999999998,14.8,1493.0,4.0,5.0,4000.0,98.63,2125.0,240.0,kia,kia sonet 1.5 hte diesel,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
4315.0,1800.0,1645.0,986.0,183.8,11.84,433.0,16.8,16.0,1497.0,4.0,5.0,6300.0,113.43,4500.0,144.0,kia,kia seltos htk plus g,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,20.8,17.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos htx plus d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.938,16.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia sonet 1.5 gtx plus diesel at,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
4315.0,1800.0,1645.0,986.0,183.8,11.84,433.0,16.8,16.0,1497.0,4.0,5.0,6300.0,113.43,4500.0,144.0,kia,kia seltos htk plus g,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
4315.0,1800.0,1645.0,986.0,183.8,11.84,433.0,16.8,15.4,1497.0,4.0,5.0,6300.0,113.43,4500.0,144.0,kia,kia seltos htk g,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
4315.0,1800.0,1645.0,1048.0,159.784,11.8,433.0,16.5,17.0,1353.0,4.0,5.0,6000.0,138.08,2350.0,242.0,kia,kia seltos gtx plus dct,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,20.8,16.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos htk plus d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,184.0,11.0,392.0,18.2,16.0,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet htx turbo imt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,17.8,15.4,1493.0,4.0,5.0,4000.0,113.4,2125.0,250.0,kia,kia seltos htx plus at d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
4315.0,1800.0,1645.0,982.0,183.8,11.84,433.0,16.8,17.0,1497.0,4.0,5.0,6300.0,113.43,4500.0,144.0,kia,kia seltos htx g,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.938,16.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia sonet 1.5 gtx plus diesel at,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,20.8,17.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos htx plus d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
4315.0,1800.0,1645.0,1048.0,159.784,11.8,433.0,16.1,17.0,1353.0,4.0,5.0,6000.0,138.0,2350.0,242.0,kia,kia seltos gtk,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.657999999999998,14.8,1493.0,4.0,5.0,4000.0,98.63,2125.0,240.0,kia,kia sonet 1.5 htk diesel,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,180.0,11.0,392.0,18.3,15.6,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet gtx plus turbo dct dt,cls,partner,dohc,yes,no,7 speed,2wd,power assisted,disc,drum,radial,individual,suv
4315.0,1800.0,1645.0,986.0,185.8,11.8,433.0,16.8,15.2,1497.0,4.0,5.0,6300.0,113.42,4500.0,144.0,kia,kia seltos htx ivt g,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
3995.0,1790.0,1642.0,971.0,161.0,12.6,392.0,18.4,15.2,1197.0,4.0,5.0,6000.0,81.86,4200.0,115.0,kia,kia sonet 1.2 htk plus,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
4315.0,1800.0,1645.0,982.0,183.8,11.84,433.0,16.8,17.0,1497.0,4.0,5.0,6300.0,113.43,4500.0,144.0,kia,kia seltos htx g,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,184.0,11.0,392.0,18.3,16.0,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet gtx plus turbo dct,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,20.8,17.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos htx d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,180.0,11.0,392.0,18.3,15.6,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet htk plus turbo dct,cls,partner,dohc,yes,no,7 speed,2wd,power assisted,disc,drum,radial,dealer,suv
3995.0,1790.0,1642.0,971.0,161.0,12.6,392.0,18.4,15.2,1197.0,4.0,5.0,6000.0,81.86,4200.0,115.0,kia,kia sonet 1.2 htk,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.657999999999998,16.0,1493.0,4.0,5.0,4000.0,98.63,2125.0,240.0,kia,kia sonet 1.5 gtx plus diesel,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.657999999999998,14.8,1493.0,4.0,5.0,4000.0,98.63,2125.0,240.0,kia,kia sonet 1.5 htk plus diesel,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,18.0,17.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos gtx plus at d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
3995.0,1790.0,1642.0,971.0,161.0,12.6,392.0,18.4,15.2,1197.0,4.0,5.0,6000.0,81.86,4200.0,115.0,kia,kia sonet 1.2 htk,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4315.0,1800.0,1645.0,1048.0,159.784,11.8,433.0,16.5,17.0,1353.0,4.0,5.0,6000.0,138.08,2350.0,242.0,kia,kia seltos gtx option,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,184.0,11.0,392.0,18.2,16.0,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet gtx plus turbo imt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,20.8,15.2,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos hte d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
4315.0,1800.0,1645.0,1048.0,159.784,11.8,433.0,16.5,17.0,1353.0,4.0,5.0,6000.0,138.08,2350.0,242.0,kia,kia seltos gtx plus,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.657999999999998,16.0,1493.0,4.0,5.0,4000.0,98.63,2125.0,240.0,kia,kia sonet 1.5 htx diesel,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
4315.0,1800.0,1645.0,986.0,185.8,11.8,433.0,16.8,15.2,1497.0,4.0,5.0,6300.0,113.42,4500.0,144.0,kia,kia seltos htx ivt g,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,184.0,11.0,392.0,18.2,16.0,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet htx plus turbo imt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,180.0,11.0,392.0,18.2,16.0,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet htk plus turbo imt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
4315.0,1800.0,1645.0,1048.0,165.0,11.8,433.0,20.8,16.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos htk plus imt d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,20.8,16.0,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos htk plus d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,184.0,11.0,392.0,18.2,16.0,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet gtx plus turbo imt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.657999999999998,14.8,1493.0,4.0,5.0,4000.0,98.63,2125.0,240.0,kia,kia sonet 1.5 htk diesel,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,suv
3995.0,1790.0,1642.0,1048.0,184.0,11.0,392.0,18.2,16.0,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet htx turbo imt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
4315.0,1800.0,1645.0,986.0,183.8,11.84,433.0,16.8,16.0,1497.0,4.0,5.0,6300.0,113.43,4500.0,144.0,kia,kia seltos htk plus imt,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,165.0,11.258,392.0,17.657999999999998,16.0,1493.0,4.0,5.0,4000.0,98.63,2125.0,240.0,kia,kia sonet 1.5 gtx plus diesel,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,180.0,11.0,392.0,18.2,16.0,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet htk plus turbo imt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,suv
3995.0,1790.0,1642.0,1048.0,180.0,11.0,392.0,18.2,16.0,998.0,3.0,5.0,6000.0,118.36,2750.0,172.0,kia,kia sonet gtx plus turbo imt dt,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,suv
4315.0,1800.0,1645.0,986.0,165.0,11.8,433.0,20.8,15.2,1493.0,4.0,5.0,4000.0,113.43,2125.0,250.0,kia,kia seltos hte d,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,suv
