Length,Width,Height,KerbWeight,TopSpeed,Acceleration,CargoVolumn,mileage_new,AlloyWheelSize,Displacement,NoofCylinder,SeatingCapacity,MaxPowerRPM,MaxPowerbhp,MaxTorqueRPM,MaxTorqueNm,model,vid,pageType,carType,ValueConfiguration,TurboCharger,SuperCharger,GearBox,DriveType,SteeringType,FrontBrakeType,RearBrakeType,TyreType,seller_type_new,car_segment
4498.0,1751.0,1697.0,1299.0,156.0,13.9,207.0,21.04,15.6,1461.0,4.0,8.0,3750.0,83.8,1900.0,200.0,renault,renault lodgy 85ps rxl,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1660.0,148.5,17.55,210.0,12.8,15.0,2494.0,4.0,7.0,3600.0,102.0,2400.0,20.4,toyota,toyota innova 2.5 ev diesel ms 7 str bsiii,cls,partner,dohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
3991.0,1739.0,1643.0,947.0,130.0,16.26,84.0,18.2,12.6,999.0,3.0,7.0,6250.0,71.01,3500.0,96.0,renault,renault triber rxz easy-r amt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1660.0,148.5,17.55,210.0,12.8,15.0,2494.0,4.0,8.0,3600.0,102.0,2400.0,20.4,toyota,toyota innova 2.5 e diesel ms 8-seater,cls,partner,dohc,no,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
5115.0,1985.0,1755.0,1303.0,221.8,9.12,540.0,14.11,18.0,2199.0,4.0,7.0,3800.0,197.26,2250.0,440.0,kia,kia carnival limousine plus,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,muv
4395.0,1735.0,1690.0,1170.0,95.0,13.1,209.0,18.69,14.2,1462.0,4.0,7.0,6000.0,103.0,4400.0,138.0,maruti,maruti ertiga zxi at petrol,cls,partner,dohc,no,no,4 speed,2wd,power assisted,disc,drum,radial,individual,muv
4585.0,1866.0,1774.0,1650.0,145.0,15.0,190.0,17.3,17.0,1497.0,4.0,7.0,3500.0,121.0,2125.0,300.0,mahindra,mahindra marazzo m8,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,radial,dealer,muv
4540.0,1800.0,1708.0,1048.0,95.0,13.38,210.0,16.958000000000002,13.6,1482.0,4.0,7.0,5500.0,157.81,2500.0,253.0,kia,kia carens prestige diesel,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,individual,muv
4580.0,1770.0,1755.0,1670.0,151.0,17.5,210.0,12.8,15.0,2494.0,4.0,7.0,3600.0,102.0,2400.0,20.4,toyota,toyota innova 2.5 gx 7 str,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4305.0,1680.0,1750.0,1345.0,160.0,15.0,195.0,18.2,14.0,1248.0,4.0,8.0,4000.0,73.74,1750.0,172.5,chevrolet,chevrolet enjoy 1.3 tcdi ltz 8,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4445.0,1775.0,1700.0,1180.0,95.0,13.1,209.0,19.01,15.4,1462.0,4.0,6.0,6000.0,103.2,4400.0,138.0,maruti,maruti xl6 alpha,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4158.0,1625.0,1575.0,1105.0,157.0,17.66,670.0,16.1,14.0,1405.0,4.0,5.0,4500.0,70.0,2500.0,13.5,tata,tata indigo marina ls bsii,cls,partner,sohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4386.0,1683.0,1603.0,1214.0,165.0,14.0,223.0,24.2,14.8,1498.0,4.0,7.0,3600.0,98.6,1750.0,200.0,honda,honda mobilio e i-dtec,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4585.0,1866.0,1774.0,1650.0,145.0,15.0,190.0,17.3,17.0,1497.0,4.0,8.0,3500.0,120.96,2125.0,300.0,mahindra,mahindra marazzo m6 plus 8str,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,radial,individual,muv
4395.0,1735.0,1690.0,1225.0,95.0,12.040000000000001,209.0,24.2,14.8,1498.0,4.0,7.0,4000.0,93.87,2000.0,225.0,maruti,maruti ertiga 1.5 zdi,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1660.0,148.5,17.55,300.0,11.4,15.0,2494.0,4.0,7.0,3600.0,100.6,2400.0,200.0,toyota,toyota innova 2.5 e diesel ps 7-seater,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,muv
3995.0,1636.0,1507.0,912.0,145.0,14.2,347.0,19.02,14.8,1198.0,3.0,7.0,5000.0,67.05,4000.0,104.0,datsun,datsun go plus a petrol,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4735.0,1830.0,1795.0,1820.0,95.0,12.319999999999999,300.0,13.68,16.0,2393.0,4.0,8.0,3400.0,147.8,2100.0,343.0,toyota,toyota innova crysta 2.4 gx mt 8s bsiv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4305.0,1680.0,1750.0,1290.0,111.0,13.1,195.0,13.7,14.0,1399.0,4.0,8.0,6000.0,98.82,4400.0,131.0,chevrolet,chevrolet enjoy petrol ltz 8 seater,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4056.0,1660.0,1880.0,1615.0,117.0,30.3,210.0,13.6,15.0,2523.0,4.0,7.0,3200.0,63.0,1800.0,180.0,mahindra,mahindra bolero sle bsiii,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4498.0,1751.0,1697.0,1299.0,156.0,13.9,207.0,21.04,15.0,1461.0,4.0,8.0,3750.0,83.8,1900.0,200.0,renault,renault lodgy 85ps rxz,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1905.0,1230.0,148.6,14.64,352.4,14.02,14.8,2179.0,4.0,7.0,4000.0,118.3,2600.0,280.0,mahindra,mahindra xylo h4 abs,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
3995.0,1636.0,1507.0,921.0,145.0,14.2,347.0,19.02,15.4,1198.0,3.0,7.0,5000.0,67.05,4000.0,104.0,datsun,datsun go plus t,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4395.0,1735.0,1690.0,1225.0,95.0,12.040000000000001,209.0,24.2,14.8,1498.0,4.0,7.0,4000.0,93.87,2000.0,225.0,maruti,maruti ertiga 1.5 zdi plus,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,muv
4435.0,1680.0,1765.0,1585.0,138.0,22.3,210.0,12.2,15.0,2499.0,4.0,10.0,3900.0,80.0,1800.0,19.0,chevrolet,chevrolet tavera ls b3 - 10 seats bsiii,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1565.0,180.16,12.94,210.0,12.4,15.0,1998.0,4.0,8.0,5600.0,132.0,4000.0,18.5,toyota,toyota innova 2.0 v,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4296.0,1695.0,1685.0,1260.0,160.0,13.3,135.0,24.52,15.0,1248.0,4.0,7.0,4000.0,88.5,1750.0,200.0,maruti,maruti ertiga shvs vdi limited edition,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4395.0,1735.0,1690.0,1145.0,95.0,13.1,209.0,19.34,13.8,1462.0,4.0,7.0,6000.0,103.0,4400.0,138.0,maruti,maruti ertiga vxi petrol,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1565.0,180.16,12.94,210.0,12.4,15.0,1998.0,4.0,8.0,5600.0,132.0,4000.0,18.5,toyota,toyota innova 2.0 vx 8 str,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4585.0,1760.0,1760.0,1675.0,155.0,13.3,300.0,12.99,15.0,2494.0,4.0,8.0,3600.0,100.0,2400.0,200.0,toyota,toyota innova 2.5 gx (diesel) 8 seater bs iv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4285.0,1726.0,1976.0,1048.0,240.0,24.759999999999998,210.0,12.2,15.0,1948.0,4.0,10.0,4500.0,68.0,2500.0,115.0,tata,tata sumo victa cx 10 str bsiv,cls,partner,dohc,no,no,5 speed,2wd,not assisted,disc,disc,radial,individual,muv
4305.0,1680.0,1750.0,1330.0,160.0,15.0,195.0,18.2,14.4,1248.0,4.0,8.0,4000.0,73.74,1750.0,172.5,chevrolet,chevrolet enjoy 1.3 tcdi ls 8,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4735.0,1830.0,1795.0,1920.0,95.0,12.319999999999999,210.0,13.68,17.0,2393.0,4.0,7.0,3400.0,147.51,2100.0,343.0,toyota,toyota innova crysta 2.4 zx mt,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4540.0,1800.0,1708.0,1048.0,142.184,11.8,210.0,16.2,16.0,1353.0,4.0,7.0,6000.0,138.05,2350.0,242.0,kia,kia carens prestige plus turbo,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,muv
4056.0,1660.0,1880.0,1615.0,117.0,30.3,210.0,13.6,15.0,2523.0,4.0,7.0,3200.0,63.0,1800.0,180.0,mahindra,mahindra bolero di bsiii,cls,partner,dohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4585.0,1765.0,1760.0,1675.0,155.0,13.3,300.0,12.99,15.0,2494.0,4.0,7.0,3600.0,100.6,2400.0,200.0,toyota,toyota innova 2.5 le 2014 diesel 7 seater bsiii,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4735.0,1830.0,1795.0,1895.0,157.13600000000002,12.319999999999999,300.0,12.0,17.0,2393.0,4.0,7.0,3400.0,148.0,2100.0,343.0,toyota,toyota innova crysta 2.4 zx 7 str,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4296.0,1695.0,1685.0,1175.0,164.0,13.0,135.0,17.5,15.6,1373.0,4.0,7.0,6000.0,91.1,4000.0,130.0,maruti,maruti ertiga vxi limited edition,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4056.0,1660.0,1880.0,1615.0,117.0,30.3,210.0,13.6,15.0,2523.0,4.0,7.0,3200.0,63.0,1800.0,180.0,mahindra,mahindra bolero di dx 7 seater,cls,partner,dohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1895.0,1750.0,95.0,16.919999999999998,210.0,14.0,15.0,2498.0,4.0,7.0,3720.0,112.0,2000.0,260.0,mahindra,mahindra xylo d4,cls,partner,dohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4435.0,1680.0,1765.0,1585.0,138.0,22.3,210.0,14.8,15.0,2499.0,4.0,7.0,3900.0,80.0,1800.0,19.0,chevrolet,chevrolet tavera b1-7 seats bsii,cls,partner,ohv / pushrod,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4540.0,1800.0,1708.0,1048.0,153.98,11.8,210.0,16.5,16.0,1353.0,4.0,7.0,6000.0,138.05,2350.0,242.0,kia,kia carens luxury plus turbo dct,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,disc,radial,individual,muv
4780.0,1895.0,1780.0,1048.0,95.0,15.079999999999998,210.0,13.7,16.0,2179.0,4.0,7.0,4000.0,138.1,2200.0,320.0,tata,tata aria pleasure 4x4,cls,partner,dohc,no,no,5 speed,4wd,power assisted,disc,disc,radial,individual,muv
4435.0,1680.0,1765.0,1585.0,138.0,22.3,210.0,14.8,15.0,2499.0,4.0,10.0,3900.0,80.0,1800.0,19.0,chevrolet,chevrolet tavera ls b3 - 10 seats bsii,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4585.0,1760.0,1760.0,1660.0,151.0,17.5,300.0,12.99,15.4,2494.0,4.0,7.0,3600.0,100.57,2400.0,200.0,toyota,toyota innova 2.5 ev (diesel) ps 7 seater bs iv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4735.0,1830.0,1795.0,1885.0,157.13600000000002,12.319999999999999,300.0,12.0,16.0,2393.0,4.0,8.0,3400.0,148.0,2100.0,343.0,toyota,toyota innova crysta 2.4 vx 8 str,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4386.0,1683.0,1603.0,1246.0,165.0,14.0,223.0,24.2,15.0,1498.0,4.0,7.0,3600.0,98.6,1750.0,200.0,honda,honda mobilio v i-dtec,ucr,corporate,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,muv
4056.0,1660.0,1880.0,1615.0,117.0,30.3,210.0,13.6,15.0,2523.0,4.0,7.0,3200.0,63.0,1800.0,180.0,mahindra,mahindra bolero slx,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4421.0,1780.0,1940.0,1048.0,95.0,16.5,210.0,13.55,16.0,2179.0,4.0,8.0,4000.0,118.35,2250.0,250.0,tata,tata sumo mkii ex,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4498.0,1751.0,1697.0,1360.0,170.0,13.0,207.0,19.98,15.2,1461.0,4.0,7.0,4000.0,108.5,1750.0,245.0,renault,renault lodgy 110ps rxl 7 seater,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,muv
3995.0,1635.0,1490.0,888.0,145.0,14.2,48.0,20.62,13.8,1198.0,3.0,7.0,5000.0,67.0,4000.0,104.0,datsun,datsun go plus anniversary edition,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4585.0,1765.0,1760.0,1700.0,131.0,13.3,264.0,12.99,15.0,2494.0,4.0,7.0,3600.0,100.6,2400.0,200.0,toyota,toyota innova 2.5 z diesel 7 seater,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4735.0,1830.0,1795.0,1725.0,95.0,9.411999999999999,246.0,11.25,16.0,2694.0,4.0,8.0,5200.0,163.7,4000.0,245.0,toyota,toyota innova crysta 2.7 gx mt 8s bsiv,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
3990.0,1739.0,1643.0,947.0,130.0,16.26,84.0,18.2,12.6,999.0,3.0,7.0,6250.0,71.0,3500.0,96.0,renault,renault triber rxl easy-r amt,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1670.0,151.0,17.5,210.0,12.8,15.0,2494.0,4.0,8.0,3600.0,102.0,2400.0,20.4,toyota,toyota innova 2.5 g1 bsiv,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1895.0,1700.0,95.0,17.5,210.0,14.0,15.0,2498.0,4.0,8.0,3800.0,112.0,2400.0,24.0,mahindra,mahindra xylo e2,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1895.0,1830.0,95.0,16.919999999999998,210.0,14.0,15.0,2498.0,4.0,7.0,3640.0,112.0,2000.0,260.0,mahindra,mahindra xylo e6,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4585.0,1760.0,1760.0,1675.0,155.0,13.3,300.0,12.99,15.0,2494.0,4.0,7.0,3600.0,100.0,2400.0,200.0,toyota,toyota innova 2.5 g (diesel) 7 seater,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1560.0,180.16,12.94,210.0,12.4,15.0,1998.0,4.0,8.0,5600.0,132.0,4000.0,18.5,toyota,toyota innova 2.0 g (petrol) 8 seater bs iv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4305.0,1680.0,1750.0,1345.0,160.0,15.0,195.0,18.2,14.0,1248.0,4.0,8.0,4000.0,73.8,1750.0,172.5,chevrolet,chevrolet enjoy tcdi ls 8 seater,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1895.0,1750.0,95.0,16.419999999999998,210.0,11.68,15.0,2498.0,4.0,7.0,3800.0,112.0,2000.0,260.0,mahindra,mahindra xylo e4 bs iv,cls,partner,dohc,no,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4735.0,1830.0,1795.0,1805.0,95.0,12.319999999999999,246.0,13.68,16.0,2393.0,4.0,7.0,3400.0,147.8,2100.0,343.0,toyota,toyota innova crysta 2.4 g mt bsiv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4585.0,1866.0,1774.0,1650.0,145.0,15.0,190.0,17.3,16.8,1497.0,4.0,8.0,3500.0,121.0,2125.0,300.0,mahindra,mahindra marazzo m6 8str,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,radial,individual,muv
4398.0,1683.0,1603.0,1253.0,165.0,14.0,223.0,24.5,15.0,1498.0,4.0,7.0,3600.0,98.6,1750.0,200.0,honda,honda mobilio rs option i-dtec,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4158.0,1625.0,1575.0,1105.0,163.0,12.687999999999999,670.0,12.8,14.8,1396.0,4.0,5.0,5500.0,85.0,3500.0,12.0,tata,tata indigo marina gle bsiii,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4440.0,1890.0,1885.0,1710.0,109.0,10.64,219.2,11.12,15.0,1994.0,4.0,10.0,3600.0,98.6,2250.0,240.0,icml,icml rhino rx winner with ac 10 seater bs iii,cls,partner,dohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1895.0,1750.0,95.0,16.919999999999998,210.0,14.0,15.0,2498.0,4.0,8.0,3720.0,112.0,2000.0,260.0,mahindra,mahindra xylo d4 bsiv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1880.0,1048.0,144.0,16.4,200.0,14.95,13.8,2489.0,4.0,7.0,3600.0,93.7,2000.0,218.0,mahindra,mahindra xylo d4 bs iii,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,dealer,muv
4585.0,1765.0,1760.0,1700.0,155.0,13.3,300.0,12.99,15.0,2494.0,4.0,7.0,3600.0,100.6,2400.0,200.0,toyota,toyota innova 2.5 zx diesel 7 seater bsiii,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1895.0,1750.0,95.0,16.919999999999998,210.0,14.0,15.0,2498.0,4.0,7.0,3720.0,112.0,2000.0,260.0,mahindra,mahindra xylo e4 bs iv,cls,partner,dohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4386.0,1683.0,1603.0,1160.0,160.0,16.0,223.0,17.3,15.0,1497.0,4.0,7.0,6600.0,117.3,4600.0,145.0,honda,honda mobilio v option i-vtec,cls,partner,sohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1670.0,151.0,17.5,210.0,12.8,15.0,2494.0,4.0,8.0,3600.0,102.0,2400.0,20.4,toyota,toyota innova 2.5 gx 8 str,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4265.0,1695.0,1685.0,1145.0,164.0,13.0,135.0,17.5,15.4,1373.0,4.0,7.0,6000.0,91.1,4000.0,130.0,maruti,maruti ertiga lxi option,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4305.0,1680.0,1750.0,1330.0,160.0,15.0,195.0,18.2,14.4,1248.0,4.0,7.0,4000.0,73.74,1750.0,172.5,chevrolet,chevrolet enjoy 1.3 tcdi ls 7,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4735.0,1830.0,1795.0,1790.0,167.99,10.82,282.0,10.75,17.0,2694.0,4.0,7.0,5200.0,163.7,4000.0,245.0,toyota,toyota innova crysta 2.7 zx at bsiv,cls,partner,dohc,no,no,6 speed,2wd,power assisted,disc,drum,radial,individual,muv
4056.0,1660.0,1880.0,1615.0,117.0,30.3,210.0,13.6,15.0,2523.0,4.0,7.0,3200.0,63.0,1800.0,180.0,mahindra,mahindra bolero invader di,cls,partner,dohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4780.0,1895.0,1780.0,1048.0,95.0,15.079999999999998,210.0,13.7,16.0,2179.0,4.0,7.0,4000.0,138.1,2200.0,320.0,tata,tata aria pleasure 4x2,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,disc,radial,individual,muv
4585.0,1866.0,1774.0,1650.0,145.0,15.0,190.0,17.3,16.6,1497.0,4.0,8.0,3500.0,120.96,2125.0,300.0,mahindra,mahindra marazzo m2 8str,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,disc,radial,individual,muv
4400.0,1700.0,1860.0,1426.0,140.0,18.7,210.0,20.07,15.4,1461.0,4.0,8.0,3300.0,75.0,2250.0,185.0,ashok,ashok leyland stile le,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4735.0,1830.0,1795.0,1745.0,95.0,9.411999999999999,228.0,10.75,16.0,2694.0,4.0,7.0,5200.0,163.7,4000.0,245.0,toyota,toyota innova crysta 2.7 gx at,cls,partner,dohc,no,no,6 speed,2wd,power assisted,disc,drum,radial,dealer,muv
3995.0,1636.0,1507.0,882.0,145.0,14.2,347.0,19.83,14.0,1198.0,3.0,7.0,5000.0,67.0,4000.0,104.0,datsun,datsun go plus t option petrol,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
3991.0,1739.0,1643.0,947.0,130.0,16.26,84.0,20.0,13.0,999.0,3.0,7.0,6250.0,71.01,3500.0,96.0,renault,renault triber rxz dual tone,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4395.0,1735.0,1690.0,1245.0,95.0,13.3,209.0,25.47,14.8,1248.0,4.0,7.0,4000.0,88.5,1750.0,200.0,maruti,maruti ertiga zdi plus,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4735.0,1830.0,1795.0,1920.0,128.84,12.319999999999999,300.0,12.0,17.0,2393.0,4.0,7.0,3400.0,148.0,2000.0,360.0,toyota,toyota innova crysta 2.4 zx 7 str at,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1895.0,1750.0,95.0,16.419999999999998,210.0,11.68,15.0,2498.0,4.0,7.0,3800.0,112.0,2000.0,260.0,mahindra,mahindra xylo e4 bs iii,cls,partner,dohc,no,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4352.0,1700.0,1916.4,1620.0,95.0,12.07,210.0,12.2,15.0,1948.0,4.0,10.0,4500.0,68.0,2500.0,12.0,tata,tata sumo victa se plus bsii,cls,partner,dohc,no,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4056.0,1660.0,1880.0,1615.0,117.0,30.3,210.0,13.6,15.0,2523.0,4.0,8.0,3200.0,63.0,1800.0,180.0,mahindra,mahindra bolero di dx 8 seater,cls,partner,dohc,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
3991.0,1739.0,1643.0,947.0,130.0,16.26,84.0,18.560000000000002,13.0,999.0,3.0,7.0,6250.0,71.01,3500.0,96.0,renault,renault triber limited edition at,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4435.0,1680.0,1765.0,1585.0,138.0,22.3,210.0,14.8,15.0,2499.0,4.0,10.0,3900.0,80.0,1800.0,19.0,chevrolet,chevrolet tavera b1-10 seats bsii,cls,partner,ohv / pushrod,yes,no,5 speed,2wd,not assisted,disc,drum,radial,individual,muv
4585.0,1760.0,1760.0,1680.0,155.0,13.3,300.0,12.99,15.0,2494.0,4.0,8.0,3600.0,100.0,2400.0,200.0,toyota,toyota innova 2.5 vx (diesel) 8 seater,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4285.0,1726.0,1976.0,1048.0,240.0,13.5,210.0,12.3,15.0,1948.0,4.0,7.0,2800.0,90.0,21800.0,190.0,tata,tata sumo victa gx tc 7 str bsiii,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4520.0,1850.0,1895.0,1830.0,95.0,16.919999999999998,210.0,14.0,15.0,2498.0,4.0,7.0,3640.0,112.0,2000.0,260.0,mahindra,mahindra xylo e8 abs,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1670.0,151.0,17.5,210.0,12.8,15.0,2494.0,4.0,7.0,3600.0,102.0,2400.0,20.4,toyota,toyota innova 2.5 gx 7 str bsiv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4788.0,1900.0,1785.0,1048.0,95.0,15.440000000000001,128.0,17.6,15.2,2179.0,4.0,7.0,4000.0,147.94,2250.0,320.0,tata,tata hexa xe,cls,partner,dohc,yes,no,5 speed,4wd,power assisted,disc,disc,radial,individual,muv
4580.0,1770.0,1755.0,1560.0,180.16,12.94,210.0,12.4,15.0,1998.0,4.0,8.0,5600.0,132.0,4000.0,18.5,toyota,toyota innova 2.0 e,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4395.0,1735.0,1690.0,1170.0,95.0,13.1,209.0,19.34,14.2,1462.0,4.0,7.0,6000.0,103.0,4400.0,138.0,maruti,maruti ertiga zxi plus petrol,cls,partner,dohc,no,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4580.0,1770.0,1755.0,1670.0,151.0,17.5,210.0,12.8,15.0,2494.0,4.0,8.0,3600.0,102.0,2400.0,20.4,toyota,toyota innova 2.5 gx 8 str bsiv,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
4498.0,1751.0,1697.0,1360.0,170.0,13.0,207.0,19.98,15.0,1461.0,4.0,7.0,4000.0,108.5,1750.0,245.0,renault,renault lodgy 110ps rxz 7 seater,cls,partner,dohc,yes,no,6 speed,2wd,power assisted,disc,drum,radial,individual,muv
4585.0,1765.0,1760.0,1675.0,155.0,13.3,300.0,12.99,15.0,2494.0,4.0,7.0,3600.0,100.6,2400.0,200.0,toyota,toyota innova 2.5 gx (diesel) 7 seater,cls,partner,dohc,yes,no,5 speed,2wd,power assisted,disc,drum,radial,individual,muv
3675.0,1475.0,1800.0,928.0,145.0,15.7,540.0,15.37,14.8,1196.0,4.0,5.0,6000.0,73.0,3000.0,101.0,maruti,maruti eeco 5 seater ac bsiv,cls,partner,dohc,no,no,5 speed,2wd,not assisted,disc,drum,tubeless,dealer,minivans
